element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
O,2,,209.3562,,4.96e+05,D,211522.117,259287.61,2s2.2p2.(3P).3p,2D*,3/2,2s2.2p2.(1D).4s,2D,5/2,,T5723LS,L11267
O,2,210.0547,210.0538,8,,,206730.762,254337.61,2s2.2p2.(3P).3p,4D*,1/2,2s2.2p2.(3P).4d,4F,3/2,,,L10549
O,2,210.0736,210.0737,7*,,,206877.865,254480.20,2s2.2p2.(3P).3p,4D*,5/2,2s2.2p2.(3P).4d,4F,7/2,,,L10549
O,2,210.0736,210.0746,7*,,,206786.286,254388.42,2s2.2p2.(3P).3p,4D*,3/2,2s2.2p2.(3P).4d,4F,5/2,,,L10549
O,2,210.1331,210.1391,8,,,207002.482,254590.00,2s2.2p2.(3P).3p,4D*,7/2,2s2.2p2.(3P).4d,4F,9/2,,,L10549
O,2,,210.1929,,7.35e+05,D,211712.732,259288.07,2s2.2p2.(3P).3p,2D*,5/2,2s2.2p2.(1D).4s,2D,3/2,,T5723LS,L11267
O,2,210.1950,210.1950,12,6.86e+06,C,211712.732,259287.61,2s2.2p2.(3P).3p,2D*,5/2,2s2.2p2.(1D).4s,2D,5/2,,T5723LS,L10549
O,2,210.2992,210.2991,6,,,206786.286,254337.61,2s2.2p2.(3P).3p,4D*,3/2,2s2.2p2.(3P).4d,4F,3/2,,,L10549
O,2,210.4800,210.4795,6,,,206877.865,254388.42,2s2.2p2.(3P).3p,4D*,5/2,2s2.2p2.(3P).4d,4F,5/2,,,L10549
O,2,,210.6251,,,,207002.482,254480.20,2s2.2p2.(3P).3p,4D*,7/2,2s2.2p2.(3P).4d,4F,7/2,,,L11267
O,4,,210.686,,1.26e+07,B,549792,597256,2s.2p.(1P*).3p,2P,1/2,2p2.(3P).3p,2S*,1/2,,T5109LS,
O,2,,210.7049,,,,206877.865,254337.61,2s2.2p2.(3P).3p,4D*,5/2,2s2.2p2.(3P).4d,4F,3/2,,,L11267
O,4,,210.966,,2.51e+07,B,549855,597256,2s.2p.(1P*).3p,2P,3/2,2p2.(3P).3p,2S*,1/2,,T5109LS,
O,2,,211.0331,,,,207002.482,254388.42,2s2.2p2.(3P).3p,4D*,7/2,2s2.2p2.(3P).4d,4F,5/2,,,L11267
O,4,,211.095,,8.79e+07,B,584541,631913,2s.2p.(3P*).4p,2D,3/2,2p2.(1D).3p,2D*,3/2,,T5109LS,
O,2,,211.1866,,1.08e+05,E,228723.84,276075.32,2s2.2p2.(1D).3p,2F*,5/2,2s2.2p2.(1S).3d,2D,5/2,,T5723LS,
O,4,,211.278,,1.97e+05,C+,499994.9,547326,2s2.4p,2P*,1/2,2s.2p.(1P*).3p,2D,3/2,,T5109LS,
O,2,,211.2920,,2.15e+06,D,228747.45,276075.32,2s2.2p2.(1D).3p,2F*,7/2,2s2.2p2.(1S).3d,2D,5/2,,T5723LS,
O,4,,211.340,,2.36e+05,C+,500037.8,547355,2s2.4p,2P*,3/2,2s.2p.(1P*).3p,2D,5/2,,T5109LS,
O,4,,211.469,,3.93e+04,D,500037.8,547326,2s2.4p,2P*,3/2,2s.2p.(1P*).3p,2D,3/2,,T5109LS,
O,2,,211.5949,,2.25e+06,D,228723.84,275983.95,2s2.2p2.(1D).3p,2F*,5/2,2s2.2p2.(1S).3d,2D,3/2,,T5723LS,
O,4,,212.080,,9.63e+06,B,584761,631913,2s.2p.(3P*).4p,2D,5/2,2p2.(1D).3p,2D*,3/2,,T5109LS,
O,4,,212.125,,1.05e+08,B,467229.3,514371.3,2s.2p.(3P*).3p,2P,1/2,2s.2p.(3P*).3d,2P*,1/2,,T5109LS,
O,2,212.3873,212.3853,8,5.00e+06,C,211522.117,258606.35,2s2.2p2.(3P).3p,2D*,3/2,2s2.2p2.(3P).5s,2P,3/2,,T5723LS,L10549
O,4,,212.647,,5.23e+07,B,467344.9,514371.3,2s.2p.(3P*).3p,2P,3/2,2s.2p.(3P*).3d,2P*,1/2,,T5109LS,
O,4,,212.806,,2.61e+07,B,467229.3,514220.4,2s.2p.(3P*).3p,2P,1/2,2s.2p.(3P*).3d,2P*,3/2,,T5109LS,
O,2,213.2491,213.2486,12,4.45e+07,C,211712.732,258606.35,2s2.2p2.(3P).3p,2D*,5/2,2s2.2p2.(3P).5s,2P,3/2,,T5723LS,L10549
O,2,213.2670,213.2690,10,4.94e+07,C,211522.117,258411.26,2s2.2p2.(3P).3p,2D*,3/2,2s2.2p2.(3P).5s,2P,1/2,,T5723LS,L10549
O,4,,213.331,,1.29e+08,B,467344.9,514220.4,2s.2p.(3P*).3p,2P,3/2,2s.2p.(3P*).3d,2P*,3/2,,T5109LS,
O,2,214.8898,214.8896,1*,,,208484.202,255019.73,2s2.2p2.(3P).3p,4P*,5/2,2s2.2p2.(3P).4d,4D,7/2,,,L10621
O,2,214.8898,214.8908,1*,,,208346.104,254881.37,2s2.2p2.(3P).3p,4P*,1/2,2s2.2p2.(3P).4d,4D,3/2,,,L10621
O,2,,215.0345,,,,208392.258,254896.42,2s2.2p2.(3P).3p,4P*,3/2,2s2.2p2.(3P).4d,4D,5/2,,,L11267
O,3,,215.3981,,9.49e+04,C,267377.11,313802.77,2s2.2p.(2P*).3s,3P*,1,2s2.2p.(2P*).3p,1S,0,,u24,
O,4,,215.601,,2.11e+06,B,547326,593708,2s.2p.(1P*).3p,2D,3/2,2s.2p.(3P*).4d,2D*,5/2,,T5109LS,
O,4,,215.736,,2.95e+07,B,547355,593708,2s.2p.(1P*).3p,2D,5/2,2s.2p.(3P*).4d,2D*,5/2,,T5109LS,
O,4,,215.978,,2.83e+07,B,547326,593627,2s.2p.(1P*).3p,2D,3/2,2s.2p.(3P*).4d,2D*,3/2,,T5109LS,
O,4,,216.113,,3.14e+06,B,547355,593627,2s.2p.(1P*).3p,2D,5/2,2s.2p.(3P*).4d,2D*,3/2,,T5109LS,
O,3,,216.6070,,1.68e+07,C+,324735.65,370902.22,2s2.2p.(2P*).3d,1D*,2,2s2.2p.(2P*).4p,1D,2,,T5376,
O,2,,217.119,,3.67e+04,E,228723.84,274781.5,2s2.2p2.(1D).3p,2F*,5/2,2s2.2p2.(1D).4d,2F,7/2,,T5723LS,
O,2,,217.231,,9.91e+05,D,228747.45,274781.5,2s2.2p2.(1D).3p,2F*,7/2,2s2.2p2.(1D).4d,2F,7/2,,T5723LS,
O,2,,217.2888,,7.59e+05,C,206971.68,252993.39,2s2.2p2.(1D).3s,2D,5/2,2s2.2p2.(1S).3p,2P*,3/2,,T5723LS,
O,2,,217.2937,,8.43e+04,D,206972.72,252993.39,2s2.2p2.(1D).3s,2D,3/2,2s2.2p2.(1S).3p,2P*,3/2,,T5723LS,
O,2,,217.312,,9.77e+05,D,228723.84,274740.7,2s2.2p2.(1D).3p,2F*,5/2,2s2.2p2.(1D).4d,2F,5/2,,T5723LS,
O,2,,217.3228,,8.43e+05,D,206972.72,252987.23,2s2.2p2.(1D).3s,2D,3/2,2s2.2p2.(1S).3p,2P*,1/2,,T5723LS,
O,2,,217.423,,4.88e+04,E,228747.45,274740.7,2s2.2p2.(1D).3p,2F*,7/2,2s2.2p2.(1D).4d,2F,5/2,,T5723LS,
O,4,,218.122,,3.60e+05,B,501509.2,547355,2s.2p.(3P*).3d,2D*,3/2,2s.2p.(1P*).3p,2D,5/2,,T5109LS,
O,3,,218.2254,,4.40e+05,C,283759.70,329583.89,2p4,3P,2,2s2.2p.(2P*).3d,3P*,1,,"T5376,T5791,LS",
O,4,,218.261,,4.85e+06,B,501509.2,547326,2s.2p.(3P*).3d,2D*,3/2,2s.2p.(1P*).3p,2D,3/2,,T5109LS,
O,2,218.3263,218.3252,4,1.15e+07,C,212161.881,257965.11,2s2.2p2.(3P).3p,4S*,3/2,2s2.2p2.(3P).5s,4P,5/2,,T5723LS,L10621
O,4,,218.385,,5.02e+06,B,501564.4,547355,2s.2p.(3P*).3d,2D*,5/2,2s.2p.(1P*).3p,2D,5/2,,T5109LS,
O,4,,218.524,,5.37e+05,B,501564.4,547326,2s.2p.(3P*).3d,2D*,5/2,2s.2p.(1P*).3p,2D,3/2,,T5109LS,
O,2,,218.7022,,9.17e+04,C,165988.46,211712.732,2s.2p4,2D,5/2,2s2.2p2.(3P).3p,2D*,5/2,,T6172,
O,3,,218.7700,,7.85e+05,C,283759.70,329469.80,2p4,3P,2,2s2.2p.(2P*).3d,3P*,2,,"T5376,T5791,LS",
O,3,,218.9730,,1.04e+06,C,283977.40,329645.14,2p4,3P,1,2s2.2p.(2P*).3d,3P*,0,,"T5376,T5791,LS",
O,2,219.1166,219.1154,4,1.13e+07,C,212161.881,257799.93,2s2.2p2.(3P).3p,4S*,3/2,2s2.2p2.(3P).5s,4P,3/2,,T5723LS,L10621
O,3,,219.2670,,2.60e+05,C,283977.40,329583.89,2p4,3P,1,2s2.2p.(2P*).3d,3P*,1,,"T5376,T5791,LS",
O,2,219.6150,219.6168,3,1.13e+07,C,212161.881,257695.74,2s2.2p2.(3P).3p,4S*,3/2,2s2.2p2.(3P).5s,4P,1/2,,T5723LS,L10621
O,2,,219.6566,,8.36e+04,C,165996.50,211522.117,2s.2p4,2D,3/2,2s2.2p2.(3P).3p,2D*,3/2,,T6172,
O,3,,219.7223,,3.45e+05,C,284071.90,329583.89,2p4,3P,0,2s2.2p.(2P*).3d,3P*,1,,"T5376,T5791,LS",
O,3,,219.8169,,2.58e+05,C,283977.40,329469.80,2p4,3P,1,2s2.2p.(2P*).3d,3P*,2,,"T5376,T5791,LS",
O,2,221.6391,221.6403,1,1.15e+06,D,214169.920,259288.07,2s2.2p2.(3P).3p,2P*,1/2,2s2.2p2.(1D).4s,2D,3/2,,T5723LS,L10621
O,2,,221.9342,,2.30e+05,E,214229.671,259288.07,2s2.2p2.(3P).3p,2P*,3/2,2s2.2p2.(1D).4s,2D,3/2,,T5723LS,L11267
O,2,221.9370,221.9365,1,1.38e+06,D,214229.671,259287.61,2s2.2p2.(3P).3p,2P*,3/2,2s2.2p2.(1D).4s,2D,5/2,,T5723LS,L10621
O,2,,222.316,,3.06e+06,D,229947.07,274928.0,2s2.2p2.(1D).3p,2D*,5/2,2s2.2p2.(1D).4d,2D,5/2,,T5723LS,
O,2,,222.376,,3.27e+05,E,229947.07,274916.0,2s2.2p2.(1D).3p,2D*,5/2,2s2.2p2.(1D).4d,2D,3/2,,T5723LS,
O,2,,222.422,,2.18e+05,E,229968.44,274928.0,2s2.2p2.(1D).3p,2D*,3/2,2s2.2p2.(1D).4d,2D,5/2,,T5723LS,
O,2,,222.481,,2.94e+06,D,229968.44,274916.0,2s2.2p2.(1D).3p,2D*,3/2,2s2.2p2.(1D).4d,2D,3/2,,T5723LS,
O,3,,222.8853,,6.47e+07,B,313802.77,358668.90,2s2.2p.(2P*).3p,1S,0,2s2.2p.(2P*).4s,1P*,1,,T5376,
O,3,,222.961,,1.75e+07,C+,370329.18,415180,2s2.2p.(2P*).4p,3P,0,2s2.2p.(2P*).6d,3D*,1,,T5376LS,
O,2,,223.043,,6.36e+06,D,229947.07,274781.5,2s2.2p2.(1D).3p,2D*,5/2,2s2.2p2.(1D).4d,2F,7/2,,T5723LS,
O,2,,223.246,,4.23e+05,E,229947.07,274740.7,2s2.2p2.(1D).3p,2D*,5/2,2s2.2p2.(1D).4d,2F,5/2,,T5723LS,
O,2,,223.353,,5.91e+06,D,229968.44,274740.7,2s2.2p2.(1D).3p,2D*,3/2,2s2.2p2.(1D).4d,2F,5/2,,T5723LS,
O,3,,223.405,,2.35e+07,C+,370418.32,415180,2s2.2p.(2P*).4p,3P,1,2s2.2p.(2P*).6d,3D*,2,,T5376LS,
O,3,,223.405,,1.31e+07,C+,370418.32,415180,2s2.2p.(2P*).4p,3P,1,2s2.2p.(2P*).6d,3D*,1,,T5376LS,
O,3,,223.947,,3.12e+07,C+,370526.49,415180,2s2.2p.(2P*).4p,3P,2,2s2.2p.(2P*).6d,3D*,3,,T5376LS,
O,3,,223.947,,7.79e+06,C+,370526.49,415180,2s2.2p.(2P*).4p,3P,2,2s2.2p.(2P*).6d,3D*,2,,T5376LS,
O,3,,223.947,,8.66e+05,C,370526.49,415180,2s2.2p.(2P*).4p,3P,2,2s2.2p.(2P*).6d,3D*,1,,T5376LS,
O,4,,224.381,,1.49e+07,B,615431,659998,2p2.(3P).3p,2D*,5/2,2p2.(1D).3d,2P,3/2,,T5109LS,
O,4,,224.527,,1.65e+06,B,615460,659998,2p2.(3P).3p,2D*,3/2,2p2.(1D).3d,2P,3/2,,T5109LS,
O,4,,224.527,,1.65e+07,B,615460,659998,2p2.(3P).3p,2D*,3/2,2p2.(1D).3d,2P,1/2,,T5109LS,
O,2,225.0416,225.0406,1,3.59e+06,D,214169.920,258606.35,2s2.2p2.(3P).3p,2P*,1/2,2s2.2p2.(3P).5s,2P,3/2,,T5723LS,L10621
O,2,225.3444,225.3436,7,1.79e+07,D,214229.671,258606.35,2s2.2p2.(3P).3p,2P*,3/2,2s2.2p2.(3P).5s,2P,3/2,,T5723LS,L10621
O,2,226.0325,226.0329,3,1.42e+07,D,214169.920,258411.26,2s2.2p2.(3P).3p,2P*,1/2,2s2.2p2.(3P).5s,2P,1/2,,T5723LS,L10621
O,2,226.3385,226.3386,1,7.06e+06,D,214229.671,258411.26,2s2.2p2.(3P).3p,2P*,3/2,2s2.2p2.(3P).5s,2P,1/2,,T5723LS,L10621
O,4,,227.588,,3.45e+05,C+,593273,637212,2s.2p.(3P*).4d,4P*,5/2,2p2.(3P).3d,4P,3/2,,T5109LS,
O,4,,227.957,,6.36e+05,C+,593406,637274,2s.2p.(3P*).4d,4P*,3/2,2p2.(3P).3d,4P,1/2,,T5109LS,
O,4,,228.035,,7.38e+06,B,549855,593708,2s.2p.(1P*).3p,2P,3/2,2s.2p.(3P*).4d,2D*,5/2,,T5109LS,
O,4,,228.102,,5.33e+05,B,593273,637113,2s.2p.(3P*).4d,4P*,5/2,2p2.(3P).3d,4P,5/2,,T5109LS,
O,4,,228.128,,6.15e+06,B,549792,593627,2s.2p.(1P*).3p,2P,1/2,2s.2p.(3P*).4d,2D*,3/2,,T5109LS,
O,4,,228.279,,1.01e+05,C,593406,637212,2s.2p.(3P*).4d,4P*,3/2,2p2.(3P).3d,4P,3/2,,T5109LS,
O,4,,228.305,,1.27e+05,C,593473,637274,2s.2p.(3P*).4d,4P*,1/2,2p2.(3P).3d,4P,1/2,,T5109LS,
O,2,228.4152,228.4148,8,7.19e+06,D,211522.117,255302.11,2s2.2p2.(3P).3p,2D*,3/2,2s2.2p2.(3P).4d,2F,5/2,,T5723LS,L10621
O,3,,228.447,,1.62e+07,C+,370902.22,414676,2s2.2p.(2P*).4p,1D,2,2s2.2p.(2P*).6d,1D*,2,,T5376,
O,4,,228.457,,1.22e+06,B,549855,593627,2s.2p.(1P*).3p,2P,3/2,2s.2p.(3P*).4d,2D*,3/2,,T5109LS,
O,2,228.5541,228.5538,9,7.69e+06,D,211712.732,255466.10,2s2.2p2.(3P).3p,2D*,5/2,2s2.2p2.(3P).4d,2F,7/2,,T5723LS,L10621
O,4,,228.629,,3.15e+05,C+,593473,637212,2s.2p.(3P*).4d,4P*,1/2,2p2.(3P).3d,4P,3/2,,T5109LS,
O,3,,228.7037,,6.42e+05,D,356736.30,400460.99,2s2.2p.(2P*).4s,3P*,0,2s.2p2.(4P).3d,3P,1,,T5376LS,
O,4,,228.796,,2.26e+05,C+,593406,637113,2s.2p.(3P*).4d,4P*,3/2,2p2.(3P).3d,4P,5/2,,T5109LS,
O,1,,228.925,,1.35e+05,D,99680.968,143363.4,2s2.2p3.(4S*).4p,3P,1,2s2.2p3.(2P*).4d,3D*,2,,T5803,
O,1,,228.925,,2.48e+04,D,99680.968,143363.4,2s2.2p3.(4S*).4p,3P,1,2s2.2p3.(2P*).4d,3D*,1,,T5803,
O,1,,228.925,,1.67e+05,D,99681.049,143363.4,2s2.2p3.(4S*).4p,3P,2,2s2.2p3.(2P*).4d,3D*,3,,T5803,
O,1,,228.927,,8.29e+04,D,99681.309,143363.4,2s2.2p3.(4S*).4p,3P,0,2s2.2p3.(2P*).4d,3D*,1,,T5803,
O,3,,228.9906,,1.92e+06,D,356844.98,400514.89,2s2.2p.(2P*).4s,3P*,1,2s.2p2.(4P).3d,3P,0,,T5376LS,
O,2,229.1545,229.1552,14,7.41e+06,C,188888.543,232527.09,2s2.2p2.(3P).3s,2P,1/2,2s2.2p2.(1D).3p,2P*,3/2,,T6172n,L10621
O,3,,229.2736,,4.78e+05,D,356844.98,400460.99,2s2.2p.(2P*).4s,3P*,1,2s.2p2.(4P).3d,3P,1,,T5376LS,
O,3,,229.3974,,1.73e+06,C,283759.70,327352.17,2p4,3P,2,2s2.2p.(2P*).3d,3D*,3,,"T5376,T5791,LS",
O,2,229.4008,229.4004,15,3.25e+07,C,188888.543,232480.44,2s2.2p2.(3P).3s,2P,1/2,2s2.2p2.(1D).3p,2P*,1/2,,T6172n,L10621
O,2,,229.4137,,5.07e+05,D,211712.732,255302.11,2s2.2p2.(3P).3p,2D*,5/2,2s2.2p2.(3P).4d,2F,5/2,,T5723LS,L11267
O,2,,229.6305,,5.29e+05,D,232527.09,276075.32,2s2.2p2.(1D).3p,2P*,3/2,2s2.2p2.(1S).3d,2D,5/2,,T5723LS,
O,3,,229.7868,,4.30e+05,D,283759.70,327278.30,2p4,3P,2,2s2.2p.(2P*).3d,3D*,2,,"T5376,T5791,LS",
O,3,,229.8503,,4.75e+05,D,356844.98,400351.56,2s2.2p.(2P*).4s,3P*,1,2s.2p2.(4P).3d,3P,2,,T5376LS,
O,2,,229.8665,,4.40e+05,D,232480.44,275983.95,2s2.2p2.(1D).3p,2P*,1/2,2s2.2p2.(1S).3d,2D,3/2,,T5723LS,
O,3,,230.0461,,4.76e+04,D,283759.70,327229.25,2p4,3P,2,2s2.2p.(2P*).3d,3D*,1,,"T5376,T5791,LS",
O,2,230.1039,230.1042,17,4.17e+07,C,189068.514,232527.09,2s2.2p2.(3P).3s,2P,3/2,2s2.2p2.(1D).3p,2P*,3/2,,T6172n,L10621
O,2,,230.1133,,8.77e+04,E,232527.09,275983.95,2s2.2p2.(1D).3p,2P*,3/2,2s2.2p2.(1S).3d,2D,3/2,,T5723LS,
O,2,230.3517,230.3514,14,1.67e+07,C,189068.514,232480.44,2s2.2p2.(3P).3s,2P,3/2,2s2.2p2.(1D).3p,2P*,1/2,,T6172n,L10621
O,4,,230.388,,3.15e+07,B,554464,597869,2s.2p.(1P*).3p,2S,1/2,2s.2p.(3P*).4d,2P*,1/2,,T5109LS,
O,3,,230.7125,,7.82e+05,D,357117.01,400460.99,2s2.2p.(2P*).4s,3P*,2,2s.2p2.(4P).3d,3P,1,,T5376LS,
O,2,,230.8355,,,,232745.981,276066.88,2s2.2p2.(3P).3d,4D,3/2,2s2.2p2.(1D).4f D,2[2]*,5/2,,,L11267
O,2,,230.8358,,,,232745.981,276066.81,2s2.2p2.(3P).3d,4D,3/2,2s2.2p2.(1D).4f D,2[2]*,3/2,,,L11267
O,2,230.8431,230.8439,5*,,,232747.562,276066.88,2s2.2p2.(3P).3d,4D,5/2,2s2.2p2.(1D).4f D,2[2]*,5/2,,,L10621
O,2,230.8431,230.8443,5*,,,232747.562,276066.81,2s2.2p2.(3P).3d,4D,5/2,2s2.2p2.(1D).4f D,2[2]*,3/2,,,L10621
O,3,,230.9421,,1.27e+06,C,283977.40,327278.30,2p4,3P,1,2s2.2p.(2P*).3d,3D*,2,,"T5376,T5791,LS",
O,3,,230.9616,,1.02e+06,C+,327229.25,370526.49,2s2.2p.(2P*).3d,3D*,1,2s2.2p.(2P*).4p,3P,2,,T5376LS,
O,4,,231.182,,3.12e+07,B,554464,597720,2s.2p.(1P*).3p,2S,1/2,2s.2p.(3P*).4d,2P*,3/2,,T5109LS,
O,3,,231.2040,,7.03e+05,D,283977.40,327229.25,2p4,3P,1,2s2.2p.(2P*).3d,3D*,1,,"T5376,T5791,LS",
O,3,,231.2235,,1.53e+07,C+,327278.30,370526.49,2s2.2p.(2P*).3d,3D*,2,2s2.2p.(2P*).4p,3P,2,,T5376LS,
O,3,,231.2965,,1.40e+06,C,357117.01,400351.56,2s2.2p.(2P*).4s,3P*,2,2s.2p2.(4P).3d,3P,2,,T5376LS,
O,2,231.3788,231.3762,8*,,,212593.82,255813.472,2s.2p4,2P,3/2,2s2.2p2.(3P).4f D,2[2]*,5/2,,,L10621
O,2,231.3788,231.3802,8*,,,212593.82,255812.728,2s.2p4,2P,3/2,2s2.2p2.(3P).4f D,2[2]*,3/2,,,L10621
O,3,,231.5401,,2.54e+07,C+,327229.25,370418.32,2s2.2p.(2P*).3d,3D*,1,2s2.2p.(2P*).4p,3P,1,,T5376LS,
O,3,,231.6192,,8.51e+07,C+,327352.17,370526.49,2s2.2p.(2P*).3d,3D*,3,2s2.2p.(2P*).4p,3P,2,,T5376LS,
O,2,231.6851,231.6836,9,,,212593.82,255756.131,2s.2p4,2P,3/2,2s2.2p2.(3P).4f G,2[3]*,5/2,,,L10621
O,3,,231.7102,,9.32e+05,D,284071.90,327229.25,2p4,3P,0,2s2.2p.(2P*).3d,3D*,1,,"T5376,T5791,LS",
O,2,231.7477,231.7491,9*,,,212762.25,255912.37,2s.2p4,2P,1/2,2s2.2p2.(3P).4f D,2[1]*,1/2,,,L10621
O,2,231.7477,231.7493,9*,,,212762.25,255912.32,2s.2p4,2P,1/2,2s2.2p2.(3P).4f D,2[1]*,3/2,,,L10621
O,3,,231.8033,,7.58e+07,C+,327278.30,370418.32,2s2.2p.(2P*).3d,3D*,2,2s2.2p.(2P*).4p,3P,1,,T5376LS,
O,3,,232.0189,,1.01e+08,C+,327229.25,370329.18,2s2.2p.(2P*).3d,3D*,1,2s2.2p.(2P*).4p,3P,0,,T5376LS,
O,2,232.0400,232.0395,11,,,212593.82,255689.939,2s.2p4,2P,3/2,2s2.2p2.(3P).4f D,2[3]*,5/2,,,L10621
O,3,,232.1664,,2.15e-01,B+,113.178,43185.74,2s2.2p2,3P,1,2s2.2p2,1S,0,M1,"T4010,T4899,T4026",
O,2,232.2855,232.2855,9,,,212762.25,255812.728,2s.2p4,2P,1/2,2s2.2p2.(3P).4f D,2[2]*,3/2,,,L10621
O,1,,232.5452,,4.61e+00,C,33792.583,76794.978,2s2.2p4,1S,0,2s2.2p3.(4S*).3s,3S*,1,,T5986,
O,2,232.5511,232.5517,3,6.70e+06,D,212161.881,255163.08,2s2.2p2.(3P).3p,4S*,3/2,2s2.2p2.(3P).4d,4P,1/2,,T5723LS,L10621
O,2,232.6632,232.6635,6,6.69e+06,D,212161.881,255142.41,2s2.2p2.(3P).3p,4S*,3/2,2s2.2p2.(3P).4d,4P,3/2,,T5723LS,L10621
O,2,232.8652,232.8661,7,6.68e+06,D,212161.881,255105.01,2s2.2p2.(3P).3p,4S*,3/2,2s2.2p2.(3P).4d,4P,5/2,,T5723LS,L10621
O,3,,233.2113,,6.34e-04,C,306.174,43185.74,2s2.2p2,3P,2,2s2.2p2,1S,0,E2,"T4010,T4899,T4026",
O,2,234.0019,234.0028,6,,,212161.881,254896.42,2s2.2p2.(3P).3p,4S*,3/2,2s2.2p2.(3P).4d,4D,5/2,,,L10621
O,2,,235.651,,1.05e+06,D,232480.44,274916.0,2s2.2p2.(1D).3p,2P*,1/2,2s2.2p2.(1D).4d,2D,3/2,,T5723LS,
O,2,,235.844,,1.26e+06,D,232527.09,274928.0,2s2.2p2.(1D).3p,2P*,3/2,2s2.2p2.(1D).4d,2D,5/2,,T5723LS,
O,2,,235.911,,2.09e+05,E,232527.09,274916.0,2s2.2p2.(1D).3p,2P*,3/2,2s2.2p2.(1D).4d,2D,3/2,,T5723LS,
O,3,,236.1959,,3.32e+05,C,324464.88,366802.62,2s2.2p.(2P*).3d,3F*,2,2s2.2p.(2P*).4p,3D,3,,T5376LS,
O,2,,236.5728,,1.52e+06,D,211522.117,253792.40,2s2.2p2.(3P).3p,2D*,3/2,2s2.2p2.(1D).3d,2P,3/2,,T5723LS,L11267
O,2,236.5861,236.5863,9,1.52e+07,D,211522.117,253789.99,2s2.2p2.(3P).3p,2D*,3/2,2s2.2p2.(1D).3d,2P,1/2,,T5723LS,L10621
O,3,,237.2940,,1.16e+07,C+,324660.80,366802.62,2s2.2p.(2P*).3d,3F*,3,2s2.2p.(2P*).4p,3D,3,,T5376LS,
O,3,,237.3556,,1.63e+07,C+,324464.88,366595.76,2s2.2p.(2P*).3d,3F*,2,2s2.2p.(2P*).4p,3D,2,,T5376LS,
O,3,,237.6139,,1.23e+06,C,350124.45,392209.53,2s.2p2.(4P).3s,3P,1,2s2.2p.(2P*).5s,3P*,2,,T5376LS,
O,2,237.6456,237.6445,11,1.35e+07,D,211712.732,253792.40,2s2.2p2.(3P).3p,2D*,5/2,2s2.2p2.(1D).3d,2P,3/2,,T5723LS,L10621
O,3,,237.9617,,1.45e+08,C+,324464.88,366488.45,2s2.2p.(2P*).3d,3F*,2,2s2.2p.(2P*).4p,3D,1,,T5376LS,
O,3,,238.3018,,1.32e+08,C+,324839.03,366802.62,2s2.2p.(2P*).3d,3F*,4,2s2.2p.(2P*).4p,3D,3,,T5376LS,
O,3,,238.4645,,1.28e+08,C+,324660.80,366595.76,2s2.2p.(2P*).3d,3F*,3,2s2.2p.(2P*).4p,3D,2,,T5376LS,
O,4,,238.519,,6.21e+08,C+,510569.7,552495.1,2s2.4d,2D,3/2,2s2.5f,2F*,5/2,,T5109LS,
O,4,,238.544,,4.43e+07,C+,510574.1,552495.1,2s2.4d,2D,5/2,2s2.5f,2F*,5/2,,T5109LS,
O,4,,238.544,,6.65e+08,C+,510574.1,552495.1,2s2.4d,2D,5/2,2s2.5f,2F*,7/2,,T5109LS,
O,3,,238.6000,,3.66e+06,C,350298.38,392209.53,2s.2p2.(4P).3s,3P,2,2s2.2p.(2P*).5s,3P*,2,,T5376LS,
O,3,,238.7016,,1.62e+06,C,350024.49,391917.80,2s.2p2.(4P).3s,3P,0,2s2.2p.(2P*).5s,3P*,1,,T5376LS,
O,3,239.117,239.1161,200bl,1.62e+08,C,290958.25,332778.94,2s2.2p.(2P*).3p,1P,1,2s2.2p.(2P*).3d,1P*,1,,"T5376,T5791",L3492
O,3,,239.2725,,1.21e+06,D,350124.45,391917.80,2s.2p2.(4P).3s,3P,1,2s2.2p.(2P*).5s,3P*,1,,T5376LS,
O,3,239.506,,80,,,,,,,,,,,,,L3492
O,3,,239.7719,,4.81e+06,C,350124.45,391830.76,2s.2p2.(4P).3s,3P,1,2s2.2p.(2P*).5s,3P*,0,,T5376LS,
O,2,239.9632,239.9636,2,1.97e+06,D,214169.920,255842.91,2s2.2p2.(3P).3p,2P*,1/2,2s2.2p2.(3P).4d,2D,3/2,,T5723LS,L10621
O,2,239.9919,239.9928,7,2.37e+06,D,214229.671,255897.59,2s2.2p2.(3P).3p,2P*,3/2,2s2.2p2.(3P).4d,2D,5/2,,T5723LS,L10621
O,3,,240.2724,,1.99e+06,C,350298.38,391917.80,2s.2p2.(4P).3s,3P,2,2s2.2p.(2P*).5s,3P*,1,,T5376LS,
O,2,240.3087,240.3081,3,3.93e+05,E,214229.671,255842.91,2s2.2p2.(3P).3p,2P*,3/2,2s2.2p2.(3P).4d,2D,3/2,,T5723LS,L10621
O,2,240.7123,240.7108,14,1.85e+07,C+,206971.68,248515.30,2s2.2p2.(1D).3s,2D,5/2,2s2.2p2.(3P).4p,2P*,3/2,,T5723LS,L10621
